1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1
1,1,2,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,15,15,1,1,1,1,1,1,-1,-1,5,5,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,-1,1,1,5,5,1,1,1,15,15,15,1,1,10,10,10,10,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,-1,1,5,5,5,1,1,15,15,1,1,1,10,10,10,10,10,10,10,1,1,1,-1,-1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,-1,1,5,5,5,1,15,15,1,1,1,10,10,10,10,10,10,10,10,10,1,1,1,-1,-1,1,1,1,1,1,1
1,1,1,1,1,1,-1,-1,-1,-1,5,5,5,1,15,15,1,1,1,1,1,10,10,10,10,10,10,10,10,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,1,1,1,-1,1,1,1,5,5,1,1,15,1,1,1,1,1,10,10,10,10,10,10,10,10,10,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,1,1,1,-1,1,1,5,5,1,1,15,15,1,5,5,1,1,1,10,10,10,10,10,10,10,10,10,1,1,1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,-1,1,1,5,5,1,15,15,1,1,5,5,1,1,1,10,10,10,10,10,10,10,10,10,1,1,1,1,-1,-1,1,1,1,1
1,1,-1,-1,-1,-1,-1,1,5,5,5,15,15,5,5,5,5,5,5,1,1,1,10,10,10,10,10,10,10,10,10,1,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,5,5,5,15,15,1,1,5,5,5,5,5,1,1,1,1,10,10,10,10,10,10,10,10,1,1,1,1,-1,1,1,1,15
1,1,1,1,5,5,5,5,1,15,15,1,1,1,5,5,5,5,5,1,1,1,1,10,10,10,10,10,10,10,1,1,1,1,1,-1,1,1,15,15
1,1,1,5,5,5,5,1,1,15,15,1,1,1,5,5,5,5,5,1,1,1,10,10,10,10,10,10,10,1,1,1,1,1,1,-1,1,1,15,15
1,1,1,1,1,1,1,1,15,15,15,15,1,1,5,5,5,5,5,1,1,1,10,10,10,10,10,10,1,1,1,1,1,1,1,-1,1,1,15,15
1,1,1,1,1,1,15,15,15,15,15,15,1,1,5,5,5,5,5,1,1,1,10,10,10,10,1,1,1,1,1,1,1,1,1,-1,1,15,15,15
1,1,1,1,15,15,15,1,1,1,1,15,15,15,1,1,5,5,1,1,1,1,1,1,1,1,15,15,15,15,1,1,1,1,1,-1,1,15,15,1
1,1,15,15,15,15,1,1,1,1,1,1,15,15,15,1,5,5,1,1,1,1,15,15,15,15,15,15,15,1,1,1,1,1,1,-1,1,15,1,1
1,1,15,1,1,1,1,1,1,1,1,5,5,5,15,15,5,5,1,1,1,15,15,15,15,15,15,1,1,1,1,1,1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,5,5,5,15,15,5,5,1,1,15,15,15,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,15,1,1,1,1,15,15,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,5,5,5,5,5,15,15,15,15,15,15,15,15,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1
1,1,1,5,5,1,1,5,5,5,5,5,5,5,15,15,15,15,15,15,15,15,15,15,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1
1,1,1,1,5,1,1,5,5,5,5,5,5,5,1,1,1,15,15,15,15,15,15,15,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,1,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,15,15,15,15,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1
1,1,1,1,5,5,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,15,15,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1
1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1
1,1,1,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,1,1
1,1,1,1,5,5,1,1,1,1,1,1,1,10,10,10,10,1,1,15,15,15,15,1,1,1,10,10,10,10,10,1,1,1,-1,-1,-1,-1,-1,1
1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
